,Latitude,Longitude,Name,Rating,Site Name,count of
359,41.86,-87.67,University of Illinois Hospital & Health Sciences System,3.2,The Illinois Medical District,19
360,41.86,-87.67,University of Illinois Hospital,3,The Illinois Medical District,19
361,41.86,-87.67,"John H. Stroger, Jr. Hospital of Cook County",3.2,The Illinois Medical District,19
362,41.86,-87.67,Saint Anthony Hospital,3.1,The Illinois Medical District,19
363,41.86,-87.67,Rush University Medical Center,3.8,The Illinois Medical District,19
364,41.86,-87.67,Saint Elizabeth Hospital,3.9,The Illinois Medical District,19
365,41.86,-87.67,Provident Hospital of Cook County,3.8,The Illinois Medical District,19
366,41.86,-87.67,Mount Sinai Hospital,2.5,The Illinois Medical District,19
367,41.86,-87.67,North Health Service Corporation,2.3,The Illinois Medical District,19
368,41.86,-87.67,University of Chicago Medicine Center for Advanced Care at South Loop,5,The Illinois Medical District,19
369,41.86,-87.67,Antillas Family Medical Center,2.4,The Illinois Medical District,19
370,41.86,-87.67,Rush University Medical Center,NAN,The Illinois Medical District,19
371,41.86,-87.67,Advocate Health Care,NAN,The Illinois Medical District,19
372,41.86,-87.67,Advocate Health Center,NAN,The Illinois Medical District,19
373,41.86,-87.67,Ann & Robert H. Lurie Children's Hospital of Chicago,4.3,The Illinois Medical District,19
374,41.86,-87.67,Mercy Medical on Pulaski,3.6,The Illinois Medical District,19
375,41.85,-87.66,Northwestern Memorial Hospital,3.5,The 78,20
376,41.85,-87.66,Mercy Hospital & Medical Center,2.6,The 78,20
377,41.85,-87.66,Norwegian American Hospital,2.9,The 78,20
378,41.85,-87.66,University of Illinois Hospital & Health Sciences System,3.2,The 78,20
379,41.85,-87.66,St. Bernard Hospital,2.1,The 78,20
380,41.85,-87.66,University of Illinois Hospital,3,The 78,20
381,41.85,-87.66,"John H. Stroger, Jr. Hospital of Cook County",3.2,The 78,20
382,41.85,-87.66,Saint Anthony Hospital,3.1,The 78,20
383,41.85,-87.66,Rush University Medical Center,3.8,The 78,20
384,41.85,-87.66,Saint Elizabeth Hospital,3.9,The 78,20
385,41.85,-87.66,Provident Hospital of Cook County,3.8,The 78,20
386,41.85,-87.66,Mount Sinai Hospital,2.5,The 78,20
387,41.85,-87.66,North Health Service Corporation,2.3,The 78,20
388,41.85,-87.66,University of Chicago Medicine Center for Advanced Care at South Loop,5,The 78,20
389,41.85,-87.66,Antillas Family Medical Center,2.4,The 78,20
390,41.85,-87.66,Rush University Medical Center,NAN,The 78,20
391,41.85,-87.66,Advocate Health Care,NAN,The 78,20
392,41.85,-87.66,Advocate Health Center,NAN,The 78,20
393,41.85,-87.66,Mercy Medical on Pulaski,3.6,The 78,20
394,41.85,-87.66,Ann & Robert H. Lurie Children's Hospital of Chicago,4.3,The 78,20
395,41.83,-87.6,Northwestern Memorial Hospital,3.5,Burnham Lakefront,19
396,41.83,-87.6,Mercy Hospital & Medical Center,2.6,Burnham Lakefront,19
397,41.83,-87.6,Holy Cross Hospital,2.1,Burnham Lakefront,19
398,41.83,-87.6,University of Illinois Hospital & Health Sciences System,3.2,Burnham Lakefront,19
399,41.83,-87.6,St. Bernard Hospital,2.1,Burnham Lakefront,19
400,41.83,-87.6,University of Illinois Hospital,3,Burnham Lakefront,19
401,41.83,-87.6,"John H. Stroger, Jr. Hospital of Cook County",3.2,Burnham Lakefront,19
402,41.83,-87.6,Rush University Medical Center,3.8,Burnham Lakefront,19
403,41.83,-87.6,Provident Hospital of Cook County,3.8,Burnham Lakefront,19
404,41.83,-87.6,Mount Sinai Hospital,2.5,Burnham Lakefront,19
405,41.83,-87.6,Jackson Park Hospital & Medical Center,2.6,Burnham Lakefront,19
406,41.83,-87.6,Saint Anthony Hospital,3.1,Burnham Lakefront,19
407,41.83,-87.6,University of Chicago Medicine Center for Advanced Care at South Loop,5,Burnham Lakefront,19
408,41.83,-87.6,Rush University Medical Center,NAN,Burnham Lakefront,19
409,41.83,-87.6,Advocate Health Center,NAN,Burnham Lakefront,19
410,41.83,-87.6,Ann & Robert H. Lurie Children's Hospital of Chicago,4.3,Burnham Lakefront,19
411,41.83,-87.6,"Presence Saints Mary and Elizabeth Medical Center, Saint Mary Campus",2.8,Burnham Lakefront,19
412,41.83,-87.6,Rush University Children's Hospital,3.9,Burnham Lakefront,19
413,41.83,-87.6,Chicago Lakeshore Hospital - Lakeshore Center for Behavioral Health,2,Burnham Lakefront,19
414,35.9,-78.87,WakeMed,3.4,Research Triangle Park,6
415,35.9,-78.87,WakeMed Brier Creek Healthplex,2.8,Research Triangle Park,6
416,35.9,-78.87,Duke Children's Primary Care Southpoint,3.9,Research Triangle Park,6
417,35.9,-78.87,Duke Cardiology of Morrisville,5,Research Triangle Park,6
418,35.9,-78.87,Kinder Love Home,NAN,Research Triangle Park,6
419,35.9,-78.87,Duke Medical Plaza Page Road,3.2,Research Triangle Park,6
420,35.85,-79.08,North Carolina Children's Hospital,4.1,Chatham Park,6
421,35.85,-79.08,INC Childrens Hospital,5,Chatham Park,6
422,35.85,-79.08,UNC Hospitals Heart and Vascular Center,NAN,Chatham Park,6
423,35.85,-79.08,UNC Hospitals Speech Path,NAN,Chatham Park,6
424,35.85,-79.08,UNC Hospitals Imaging & Spine Center,3.4,Chatham Park,6
425,35.85,-79.08,UNC Hospital Dental Clinic,3,Chatham Park,6
426,35.77,-78.64,Duke Raleigh Hospital,3.6,Warehouse District,17
427,35.77,-78.64,UNC REX Healthcare,3.4,Warehouse District,17
428,35.77,-78.64,WakeMed Raleigh Campus,3,Warehouse District,17
429,35.77,-78.64,Wilkins Family Medicine,NAN,Warehouse District,17
430,35.77,-78.64,Holly Hill Hospital,1.4,Warehouse District,17
431,35.77,-78.64,Duke Children's and WakeMed Children's Specialty Services,4,Warehouse District,17
432,35.77,-78.64,Raleigh VA Outpatient Center,4.5,Warehouse District,17
433,35.77,-78.64,North Carolina Heart & Vascular,4.4,Warehouse District,17
434,35.77,-78.64,WakeMed Children's Hospital,NAN,Warehouse District,17
435,35.77,-78.64,WakeMed Health & Hospitals,NAN,Warehouse District,17
436,35.77,-78.64,Wakemed Brier Creek Med Park,5,Warehouse District,17
437,35.77,-78.64,NC State Park Scholars Children's Specialty Clinic,5,Warehouse District,17
438,35.77,-78.64,Andrew Center,NAN,Warehouse District,17
439,35.77,-78.64,WakeMed Raleigh Campus Andrews Center,5,Warehouse District,17
440,35.77,-78.64,Raleigh III Clinic,NAN,Warehouse District,17
441,35.77,-78.64,UNC Health Care,NAN,Warehouse District,17
442,35.77,-78.64,Holly Hill Hospital Children's Campus,2.1,Warehouse District,17
443,33.7615,-84.3856,Emory University Hospital Midtown,3.4,Downtown Atlanta,16
444,33.7615,-84.3856,Piedmont Atlanta Hospital,3.3,Downtown Atlanta,16
445,33.7615,-84.3856,Emory hospital,NAN,Downtown Atlanta,16
446,33.7615,-84.3856,Grady Hospital,NAN,Downtown Atlanta,16
447,33.7615,-84.3856,Egleston hospital,NAN,Downtown Atlanta,16
448,33.7615,-84.3856,American Anesthesiology of Georgia,NAN,Downtown Atlanta,16
449,33.7615,-84.3856,Emory University Hospital,4.3,Downtown Atlanta,16
450,33.7615,-84.3856,Emory Healthcare,4.3,Downtown Atlanta,16
451,33.7615,-84.3856,WellStar Atlanta Medical Center,2.6,Downtown Atlanta,16
452,33.7615,-84.3856,Children's Healthcare of Atlanta at Hughes Spalding,3.6,Downtown Atlanta,16
453,33.7615,-84.3856,Piedmont Heart Institute,4,Downtown Atlanta,16
454,33.7615,-84.3856,Emory Clinic Neurosurgery,4,Downtown Atlanta,16
455,33.7615,-84.3856,Emory Rehabilitation Hospital,3.7,Downtown Atlanta,16
456,33.7615,-84.3856,Northside Hospital,3.7,Downtown Atlanta,16
457,33.7615,-84.3856,Laurel Heights Hospital,5,Downtown Atlanta,16
458,33.7615,-84.3856,Select Specialty Hospital,NAN,Downtown Atlanta,16
459,34.5129,-93.0431,Levi Hospital,2.3,Midtown,8
460,34.5129,-93.0431,CHI St. Vincent - Hot Springs,2.9,Midtown,8
461,34.5129,-93.0431,St Joseph's Mercy Clinic,NAN,Midtown,8
462,34.5129,-93.0431,Central Arkansas Veterans Healthcare System,5,Midtown,8
463,34.5129,-93.0431,Advance Care Hospital,3,Midtown,8
464,34.5129,-93.0431,National Park Medical Center,3,Midtown,8
465,34.5129,-93.0431,St Joseph's Regional Health Center,NAN,Midtown,8
466,34.5129,-93.0431,CHI St. Vincent Oncology Clinic,NAN,Midtown,8
467,33.904,-84.2843,Northside Hospital Atlanta,3.7,Former GM plant,10
468,33.904,-84.2843,Children's Healthcare of Atlanta at Scottish Rite Hospital,4.2,Former GM plant,10
469,33.904,-84.2843,Kaiser Permanente Glenlake Comprehensive Specialty Center,NAN,Former GM plant,10
470,33.904,-84.2843,Grady North Fulton,NAN,Former GM plant,10
471,33.904,-84.2843,St Joseph's Hospital,5,Former GM plant,10
472,33.904,-84.2843,Medico Familiar,3.8,Former GM plant,10
473,33.904,-84.2843,Emory Saint Joseph's Hospital,3.5,Former GM plant,10
474,33.904,-84.2843,NSH,NAN,Former GM plant,10
475,33.904,-84.2843,Emory University Hospital,NAN,Former GM plant,10
476,33.904,-84.2843,Northside Hospital,2.3,Former GM plant,10
477,33.9133,-84.3888,Northside Hospital Atlanta,3.7,The High Street Site,14
478,33.9133,-84.3888,Northside Hospital - Atlanta,2.3,The High Street Site,14
479,33.9133,-84.3888,Children's Healthcare of Atlanta at Scottish Rite Hospital,4.2,The High Street Site,14
480,33.9133,-84.3888,Grady North Fulton,NAN,The High Street Site,14
481,33.9133,-84.3888,Kaiser Permanente Glenlake Comprehensive Specialty Center,NAN,The High Street Site,14
482,33.9133,-84.3888,Northside Hospital Outpatient,3.7,The High Street Site,14
483,33.9133,-84.3888,Northside Hospital,2.3,The High Street Site,14
484,33.9133,-84.3888,St Joseph's Hospital,5,The High Street Site,14
485,33.9133,-84.3888,Saint Joseph's Medical Group,5,The High Street Site,14
486,33.9133,-84.3888,Emory Saint Joseph's Hospital,3.5,The High Street Site,14
487,33.9133,-84.3888,NSH,NAN,The High Street Site,14
488,33.9133,-84.3888,Northside Baby Delivery,5,The High Street Site,14
489,33.9133,-84.3888,Northside breast Center,NAN,The High Street Site,14
490,33.9133,-84.3888,Emory University Hospital,NAN,The High Street Site,14
491,30.2586,-97.7444,Cornerstone Hospital of Austin,3.4,American-Statesman ,20
492,30.2586,-97.7444,Brackenridge Hospital,NAN,American-Statesman ,20
493,30.2586,-97.7444,The Hospital at Westlake Medical Center,3.2,American-Statesman ,20
494,30.2586,-97.7444,Lone Star Circle of Care,NAN,American-Statesman ,20
495,30.2586,-97.7444,Rosewood Zaragosa Health Center,NAN,American-Statesman ,20
496,30.2586,-97.7444,Seton Medical Center Austin,3.4,American-Statesman ,20
497,30.2586,-97.7444,St. David's Medical Center,3.8,American-Statesman ,20
498,30.2586,-97.7444,Dell Seton Medical Center at The University of Texas,3.3,American-Statesman ,20
499,30.2586,-97.7444,Community Health Systems,NAN,American-Statesman ,20
500,30.2586,-97.7444,St David’s South Austin Hospital,NAN,American-Statesman ,20
501,30.2586,-97.7444,Austin Lakes Hospital,1.8,American-Statesman ,20
502,30.2586,-97.7444,Austin State Hospital,3.7,American-Statesman ,20
503,30.2586,-97.7444,Seton Shoal Creek Hospital,3.2,American-Statesman ,20
504,30.2586,-97.7444,Heart Hospital of Austin,4,American-Statesman ,20
505,30.2586,-97.7444,University Medical Center Brackenridge,3.5,American-Statesman ,20
506,30.2586,-97.7444,HealthSouth Rehabilitation Hospital of Austin,5,American-Statesman ,20
507,30.2586,-97.7444,Central Texas Rehabilitation Hospital,3.6,American-Statesman ,20
508,30.2586,-97.7444,Seton Heart Institute,4.7,American-Statesman ,20
509,30.2586,-97.7444,Seton Heart Institute,NAN,American-Statesman ,20
510,30.2586,-97.7444,Dell Children's Medical Center of Central Texas,3.7,American-Statesman ,20
511,30.2714,-97.6647,Cornerstone Hospital of Austin,3.4,Eightfold,18
512,30.2714,-97.6647,Brackenridge Hospital,NAN,Eightfold,18
513,30.2714,-97.6647,Rosewood Zaragosa Health Center,NAN,Eightfold,18
514,30.2714,-97.6647,Seton Medical Center Austin,3.4,Eightfold,18
515,30.2714,-97.6647,St. David's Medical Center,3.8,Eightfold,18
516,30.2714,-97.6647,Dell Seton Medical Center at The University of Texas,3.3,Eightfold,18
517,30.2714,-97.6647,Austin State Hospital,3.7,Eightfold,18
518,30.2714,-97.6647,Austin Lakes Hospital,1.8,Eightfold,18
519,30.2714,-97.6647,Seton Shoal Creek Hospital,3.2,Eightfold,18
520,30.2714,-97.6647,Cross Creek Hospital,2.2,Eightfold,18
521,30.2714,-97.6647,Heart Hospital of Austin,4,Eightfold,18
522,30.2714,-97.6647,University Medical Center Brackenridge,3.5,Eightfold,18
523,30.2714,-97.6647,Central Texas Rehabilitation Hospital,3.6,Eightfold,18
524,30.2714,-97.6647,Seton Heart Institute,4.7,Eightfold,18
525,30.2714,-97.6647,Seton Heart Institute,NAN,Eightfold,18
526,30.2714,-97.6647,Dell Children's Medical Center of Central Texas,3.7,Eightfold,18
527,30.2714,-97.6647,Pediatric Neurosurgery Center of Central Texas,2.7,Eightfold,18
528,30.2714,-97.6647,Austin State Hospital Child and Adolescent Psychiatric Services,5,Eightfold,18
529,30.199,-97.8276,Seton Southwest Hospital,3.3,Former 3M site,6
530,30.199,-97.8276,Lone Star Circle of Care,NAN,Former 3M site,6
531,30.199,-97.8276,Community Health Systems,NAN,Former 3M site,6
532,30.199,-97.8276,St David’s South Austin Hospital,NAN,Former 3M site,6
533,30.199,-97.8276,HealthSouth Rehabilitation Hospital of Austin,5,Former 3M site,6
534,30.199,-97.8276,St. David's Rehabilitation - South Austin Medical Center,NAN,Former 3M site,6
535,30.4015,-97.7268,Seton Northwest Hospital,3.2,The Domain,7
536,30.4015,-97.7268,Seton Family of Hospitals,5,The Domain,7
537,30.4015,-97.7268,St. David's North Austin Medical Center,3.4,The Domain,7
538,30.4015,-97.7268,Northwest Hills Surgical Hospital,3.6,The Domain,7
539,30.4015,-97.7268,Cross Creek Hospital,2.2,The Domain,7
540,30.4015,-97.7268,austin state hospital,5,The Domain,7
541,30.4015,-97.7268,Hospital Internists Of Austin,NAN,The Domain,7
542,30.4014,-97.7147,Seton Northwest Hospital,3.2,Bardmoor Campus,7
543,30.4014,-97.7147,Seton Family of Hospitals,5,Bardmoor Campus,7
544,30.4014,-97.7147,St. David's North Austin Medical Center,3.4,Bardmoor Campus,7
545,30.4014,-97.7147,Northwest Hills Surgical Hospital,3.6,Bardmoor Campus,7
546,30.4014,-97.7147,Cross Creek Hospital,2.2,Bardmoor Campus,7
547,30.4014,-97.7147,austin state hospital,5,Bardmoor Campus,7
548,30.4014,-97.7147,Hospital Internists Of Austin,NAN,Bardmoor Campus,7
549,30.4704,-97.7701,Cedar Park Regional Medical Center,2.3,Robinson Ranch,11
550,30.4704,-97.7701,Seton Northwest Hospital,3.2,Robinson Ranch,11
551,30.4704,-97.7701,St. David's Round Rock Medical Center,3.3,Robinson Ranch,11
552,30.4704,-97.7701,Cedar Park Regional Wound Care Center,2,Robinson Ranch,11
553,30.4704,-97.7701,St. David's Emergency Center - Cedar Park,2.7,Robinson Ranch,11
554,30.4704,-97.7701,Baylor Scott & White Cedar Park Clinic,2.3,Robinson Ranch,11
555,30.4704,-97.7701,St. David's Rehabilitation - Cedar Park,NAN,Robinson Ranch,11
556,30.4704,-97.7701,St. David’s Surgical Hospital,4.6,Robinson Ranch,11
557,30.4704,-97.7701,St. David's Children's Hospital,4.3,Robinson Ranch,11
558,30.4704,-97.7701,Cedar Park Regional Medical Center,2.7,Robinson Ranch,11
559,30.4704,-97.7701,Austin Children's Chest Associates,NAN,Robinson Ranch,11
560,30.1338,-97.6411,VA Austin Outpatient Clinic,3.4,Project Catalyst,1
561,38.96,-77.42,Benihana,3.7,Center for Innovation Technology,20
562,38.96,-77.42,LongHorn Steakhouse,3.8,Center for Innovation Technology,20
563,38.96,-77.42,Chili's Grill & Bar,3.6,Center for Innovation Technology,20
564,38.96,-77.42,Red Lobster,3.8,Center for Innovation Technology,20
565,38.96,-77.42,Cafesano,4.3,Center for Innovation Technology,20
566,38.96,-77.42,Elements On Level One,3.2,Center for Innovation Technology,20
567,38.96,-77.42,Bar Symon,3.4,Center for Innovation Technology,20
568,38.96,-77.42,DC-3 Hot Dog Joint,3.2,Center for Innovation Technology,20
569,38.96,-77.42,Arby's,4.1,Center for Innovation Technology,20
570,38.96,-77.42,Chick-fil-A,4.5,Center for Innovation Technology,20
571,38.96,-77.42,Grill Kabob,4,Center for Innovation Technology,20
572,38.96,-77.42,Cafesano,4.4,Center for Innovation Technology,20
573,38.96,-77.42,Houlihan's,3.4,Center for Innovation Technology,20
574,38.96,-77.42,Stone's Cove Kitbar,4.4,Center for Innovation Technology,20
575,38.96,-77.42,Paisano's Pizza,3.9,Center for Innovation Technology,20
576,38.96,-77.42,SUBWAY®Restaurants,3.7,Center for Innovation Technology,20
577,38.96,-77.42,SUBWAY®Restaurants,3.1,Center for Innovation Technology,20
578,38.96,-77.42,Busara Restaurant - Reston,3.6,Center for Innovation Technology,20
579,38.96,-77.42,Chennai Express Restaurant & Catering,3.9,Center for Innovation Technology,20
580,38.96,-77.42,Indian Restaurant,NAN,Center for Innovation Technology,20
581,38.84,-77.05,The Capital Grille,4.5,Crystal City and Potomac Yard,20
582,38.84,-77.05,P.J. Clarke’s DC,4.1,Crystal City and Potomac Yard,20
583,38.84,-77.05,DBGB DC,4.2,Crystal City and Potomac Yard,20
584,38.84,-77.05,Jaleo,4.2,Crystal City and Potomac Yard,20
585,38.84,-77.05,Zaytinya,4.4,Crystal City and Potomac Yard,20
586,38.84,-77.05,Fiola,4.5,Crystal City and Potomac Yard,20
587,38.84,-77.05,Blue Duck Tavern,4.4,Crystal City and Potomac Yard,20
588,38.84,-77.05,Founding Farmers DC,4.4,Crystal City and Potomac Yard,20
589,38.84,-77.05,Old Ebbitt Grill,4.5,Crystal City and Potomac Yard,20
590,38.84,-77.05,The Smith,4.3,Crystal City and Potomac Yard,20
591,38.84,-77.05,Estadio,4.3,Crystal City and Potomac Yard,20
592,38.84,-77.05,The Oceanaire Seafood Room,4.1,Crystal City and Potomac Yard,20
593,38.84,-77.05,Carmine's Italian Restaurant - Washington DC,4.2,Crystal City and Potomac Yard,20
594,38.84,-77.05,Le Diplomate,4.6,Crystal City and Potomac Yard,20
595,38.84,-77.05,Sequoia,3.8,Crystal City and Potomac Yard,20
596,38.84,-77.05,the pig,4.4,Crystal City and Potomac Yard,20
597,38.84,-77.05,The Hamilton,4.4,Crystal City and Potomac Yard,20
598,38.84,-77.05,NOPA KITCHEN+BAR,4.3,Crystal City and Potomac Yard,20
599,38.84,-77.05,Rose's Luxury,4.6,Crystal City and Potomac Yard,20
600,38.84,-77.05,Al Tiramisu,4.4,Crystal City and Potomac Yard,20
601,38.86,-77.01,The Capital Grille,4.5,Nationals Park/ D.C United Stadium,20
602,38.86,-77.01,P.J. Clarke’s DC,4.1,Nationals Park/ D.C United Stadium,20
603,38.86,-77.01,DBGB DC,4.2,Nationals Park/ D.C United Stadium,20
604,38.86,-77.01,Jaleo,4.2,Nationals Park/ D.C United Stadium,20
605,38.86,-77.01,Zaytinya,4.4,Nationals Park/ D.C United Stadium,20
606,38.86,-77.01,Fiola,4.5,Nationals Park/ D.C United Stadium,20
607,38.86,-77.01,Blue Duck Tavern,4.4,Nationals Park/ D.C United Stadium,20
608,38.86,-77.01,Founding Farmers DC,4.4,Nationals Park/ D.C United Stadium,20
609,38.86,-77.01,Old Ebbitt Grill,4.5,Nationals Park/ D.C United Stadium,20
610,38.86,-77.01,The Smith,4.3,Nationals Park/ D.C United Stadium,20
611,38.86,-77.01,Estadio,4.3,Nationals Park/ D.C United Stadium,20
612,38.86,-77.01,The Oceanaire Seafood Room,4.1,Nationals Park/ D.C United Stadium,20
613,38.86,-77.01,Carmine's Italian Restaurant - Washington DC,4.2,Nationals Park/ D.C United Stadium,20
